dpsi,pos_ci95,vel_ci95,recovery,n_encounters,n_los,p_los_run,detection_rate,median_min_sep,n_unsettled
72,3,3,probabilistic_ftr,10000,32,0.0032,1,70.08684981,0
72,10,1,pastcpa,10000,0,0,1,103.5488935,0
72,10,1,ftr,10000,400,0.04,1,54.44069124,0
72,10,1,probabilistic_ftr,10000,1,0.0001,1,68.13680216,0
72,10,3,pastcpa,10000,10,0.001,1,99.16173962,0
72,10,3,ftr,10000,1815,0.1815,1,53.24494372,0
72,10,3,probabilistic_ftr,10000,13,0.0013,1,73.03394468,0
74,3,1,pastcpa,10000,0,0,1,101.9395434,0
74,3,1,ftr,10000,723,0.0723,1,51.85306865,0
74,3,1,probabilistic_ftr,10000,0,0,1,65.04457682,0
74,3,3,pastcpa,10000,12,0.0012,1,99.04114399,0
74,3,3,ftr,10000,2303,0.2303,1,51.47749347,0
74,3,3,probabilistic_ftr,10000,31,0.0031,1,70.38304195,0
74,10,1,pastcpa,10000,0,0,1,103.1235676,0
74,10,1,ftr,10000,386,0.0386,1,54.46825615,0
74,10,1,probabilistic_ftr,10000,1,0.0001,1,68.07295131,0
74,10,3,pastcpa,10000,9,0.0009,1,99.06647256,0
74,10,3,ftr,10000,1869,0.1869,1,53.28590068,0
74,10,3,probabilistic_ftr,10000,27,0.0027,1,72.80079797,0
76,3,1,pastcpa,10000,0,0,1,101.7541427,0
76,3,1,ftr,10000,706,0.0706,1,51.84014485,0
76,3,1,probabilistic_ftr,10000,2,0.0002,1,65.05280261,0
76,3,3,pastcpa,10000,13,0.0013,1,98.93856539,0
76,3,3,ftr,10000,2347,0.2347,1,51.50712795,0
76,3,3,probabilistic_ftr,10000,37,0.0037,1,70.39293814,0
76,10,1,pastcpa,10000,0,0,1,102.7774124,0
76,10,1,ftr,10000,424,0.0424,1,54.45578681,0
76,10,1,probabilistic_ftr,10000,0,0,1,68.02213346,0
76,10,3,pastcpa,10000,6,0.0006,1,99.42466125,0
76,10,3,ftr,10000,1794,0.1794,1,53.30703297,0
76,10,3,probabilistic_ftr,10000,15,0.0015,1,72.69028652,0
78,3,1,pastcpa,10000,0,0,1,102.198824,0
78,3,1,ftr,10000,709,0.0709,1,51.85411785,0
78,3,1,probabilistic_ftr,10000,1,0.0001,1,64.99484308,0
78,3,3,pastcpa,10000,6,0.0006,1,99.01626634,0
78,3,3,ftr,10000,2313,0.2313,1,51.45976531,0
78,3,3,probabilistic_ftr,10000,29,0.0029,1,70.37023448,0
78,10,1,pastcpa,10000,0,0,1,103.4583011,0
78,10,1,ftr,10000,386,0.0386,1,54.48293157,0
78,10,1,probabilistic_ftr,10000,0,0,1,68.03561119,0
78,10,3,pastcpa,10000,10,0.001,1,99.66809237,0
78,10,3,ftr,10000,1796,0.1796,1,53.37904947,0
78,10,3,probabilistic_ftr,10000,25,0.0025,1,72.87053139,0
80,3,1,pastcpa,10000,0,0,1,102.5588645,0
80,3,1,ftr,10000,709,0.0709,1,51.84769659,0
80,3,1,probabilistic_ftr,10000,2,0.0002,1,65.19361287,0
80,3,3,pastcpa,10000,7,0.0007,1,99.05523579,0
80,3,3,ftr,10000,2325,0.2325,1,51.50646735,0
80,3,3,probabilistic_ftr,10000,30,0.003,1,70.63928398,0
80,10,1,pastcpa,10000,0,0,1,103.5113415,0
80,10,1,ftr,10000,425,0.0425,1,54.43426381,0
80,10,1,probabilistic_ftr,10000,0,0,1,68.31512643,0
80,10,3,pastcpa,10000,7,0.0007,1,99.30715985,0
80,10,3,ftr,10000,1802,0.1802,1,53.34330891,0
80,10,3,probabilistic_ftr,10000,33,0.0033,1,73.00546227,0
82,3,1,pastcpa,10000,0,0,1,102.5823821,0
82,3,1,ftr,10000,712,0.0712,1,51.85478686,0
82,3,1,probabilistic_ftr,10000,1,0.0001,1,65.21426502,0
82,3,3,pastcpa,10000,2,0.0002,1,99.86843766,0
82,3,3,ftr,10000,2334,0.2334,1,51.50745483,0
82,3,3,probabilistic_ftr,10000,31,0.0031,1,70.34099424,0
82,10,1,pastcpa,10000,0,0,1,103.6189491,0
82,10,1,ftr,10000,427,0.0427,1,54.46769688,0
82,10,1,probabilistic_ftr,10000,1,0.0001,1,68.26707346,0
82,10,3,pastcpa,10000,6,0.0006,1,100.374226,0
82,10,3,ftr,10000,1833,0.1833,1,53.28449339,0
82,10,3,probabilistic_ftr,10000,20,0.002,1,73.0267167,0
84,3,1,pastcpa,10000,0,0,1,101.9809011,0
84,3,1,ftr,10000,750,0.075,1,51.84381356,0
84,3,1,probabilistic_ftr,10000,1,0.0001,1,65.14233131,0
84,3,3,pastcpa,10000,4,0.0004,1,99.67392781,0
84,3,3,ftr,10000,2369,0.2369,1,51.53325791,0
84,3,3,probabilistic_ftr,10000,31,0.0031,1,69.89657274,0
84,10,1,pastcpa,10000,0,0,1,104.3596037,0
84,10,1,ftr,10000,430,0.043,1,54.45640399,0
84,10,1,probabilistic_ftr,10000,1,0.0001,1,68.39669757,0
84,10,3,pastcpa,10000,4,0.0004,1,100.4618586,0
84,10,3,ftr,10000,1791,0.1791,1,53.32233561,0
84,10,3,probabilistic_ftr,10000,24,0.0024,1,72.75145392,0
86,3,1,pastcpa,10000,0,0,1,102.3720463,0
86,3,1,ftr,10000,760,0.076,1,51.80691832,0
86,3,1,probabilistic_ftr,10000,0,0,1,65.25854778,0
86,3,3,pastcpa,10000,8,0.0008,1,99.92826661,0
86,3,3,ftr,10000,2294,0.2294,1,51.55587486,0
86,3,3,probabilistic_ftr,10000,40,0.004,1,70.43443212,0
86,10,1,pastcpa,10000,0,0,1,103.8208515,0
86,10,1,ftr,10000,419,0.0419,1,54.39583431,0
86,10,1,probabilistic_ftr,10000,0,0,1,68.48185327,0
86,10,3,pastcpa,10000,4,0.0004,1,100.009643,0
86,10,3,ftr,10000,1871,0.1871,1,53.26048671,0
86,10,3,probabilistic_ftr,10000,30,0.003,1,72.6324258,0
88,3,1,pastcpa,10000,0,0,1,102.1163218,0
88,3,1,ftr,10000,752,0.0752,1,51.81329216,0
88,3,1,probabilistic_ftr,10000,0,0,1,65.29611577,0
88,3,3,pastcpa,10000,4,0.0004,1,100.2810214,0
88,3,3,ftr,10000,2316,0.2316,1,51.51364841,0
88,3,3,probabilistic_ftr,10000,35,0.0035,1,70.49831545,0
88,10,1,pastcpa,10000,0,0,1,103.5022578,0
88,10,1,ftr,10000,414,0.0414,1,54.42590851,0
88,10,1,probabilistic_ftr,10000,0,0,1,68.23272063,0
88,10,3,pastcpa,10000,10,0.001,1,99.93476279,0
88,10,3,ftr,10000,1844,0.1844,1,53.25859922,0
88,10,3,probabilistic_ftr,10000,30,0.003,1,72.87020332,0
90,3,1,pastcpa,10000,0,0,1,102.0931731,0
90,3,1,ftr,10000,806,0.0806,1,51.79368819,0
90,3,1,probabilistic_ftr,10000,1,0.0001,1,65.24836954,0
90,3,3,pastcpa,10000,8,0.0008,1,98.99396706,0
90,3,3,ftr,10000,2341,0.2341,1,51.53603139,0
90,3,3,probabilistic_ftr,10000,37,0.0037,1,70.09264822,0
90,10,1,pastcpa,10000,0,0,1,103.5161435,0
90,10,1,ftr,10000,419,0.0419,1,54.41506016,0
90,10,1,probabilistic_ftr,10000,0,0,1,68.14005007,0
90,10,3,pastcpa,10000,4,0.0004,1,100.7839635,0
90,10,3,ftr,10000,1828,0.1828,1,53.29902246,0
90,10,3,probabilistic_ftr,10000,25,0.0025,1,72.75248054,0
92,3,1,pastcpa,10000,0,0,1,102.6940884,0
92,3,1,ftr,10000,768,0.0768,1,51.81422932,0
92,3,1,probabilistic_ftr,10000,1,0.0001,1,65.22896214,0
92,3,3,pastcpa,10000,6,0.0006,1,99.36912448,0
92,3,3,ftr,10000,2344,0.2344,1,51.54211813,0
92,3,3,probabilistic_ftr,10000,41,0.0041,1,70.09816289,0
92,10,1,pastcpa,10000,0,0,1,103.6825467,0
92,10,1,ftr,10000,431,0.0431,1,54.36761157,0
92,10,1,probabilistic_ftr,10000,1,0.0001,1,68.06626937,0
92,10,3,pastcpa,10000,7,0.0007,1,100.9642035,0
92,10,3,ftr,10000,1815,0.1815,1,53.35326201,0
92,10,3,probabilistic_ftr,10000,28,0.0028,1,73.080875,0
94,3,1,pastcpa,10000,0,0,1,102.8742896,0
94,3,1,ftr,10000,803,0.0803,1,51.79421357,0
94,3,1,probabilistic_ftr,10000,3,0.0003,1,65.24935484,0
94,3,3,pastcpa,10000,5,0.0005,1,99.61847399,0
94,3,3,ftr,10000,2404,0.2404,1,51.49310283,0
94,3,3,probabilistic_ftr,10000,42,0.0042,1,70.05532542,0
94,10,1,pastcpa,10000,0,0,1,104.2342574,0
94,10,1,ftr,10000,423,0.0423,1,54.47748435,0
94,10,1,probabilistic_ftr,10000,2,0.0002,1,68.28419525,0
94,10,3,pastcpa,10000,6,0.0006,1,101.7502438,0
94,10,3,ftr,10000,1886,0.1886,1,53.35193272,0
94,10,3,probabilistic_ftr,10000,31,0.0031,1,72.96332588,0
96,3,1,pastcpa,10000,0,0,1,102.5194511,0
96,3,1,ftr,10000,879,0.0879,1,51.76802884,0
96,3,1,probabilistic_ftr,10000,2,0.0002,1,65.04241077,0
96,3,3,pastcpa,10000,7,0.0007,1,100.2549337,0
96,3,3,ftr,10000,2301,0.2301,1,51.5541083,0
96,3,3,probabilistic_ftr,10000,42,0.0042,1,70.20438269,0
96,10,1,pastcpa,10000,0,0,1,103.9234365,0
96,10,1,ftr,10000,468,0.0468,1,54.38607349,0
96,10,1,probabilistic_ftr,10000,0,0,1,68.26287499,0
96,10,3,pastcpa,10000,7,0.0007,1,100.923923,0
96,10,3,ftr,10000,1975,0.1975,1,53.2567278,0
96,10,3,probabilistic_ftr,10000,37,0.0037,1,72.90001697,0
98,3,1,pastcpa,10000,0,0,1,102.2145521,0
98,3,1,ftr,10000,836,0.0836,1,51.78446101,0
98,3,1,probabilistic_ftr,10000,1,0.0001,1,65.31443757,0
98,3,3,pastcpa,10000,9,0.0009,1,100.0086564,0
98,3,3,ftr,10000,2397,0.2397,1,51.55365106,0
98,3,3,probabilistic_ftr,10000,37,0.0037,1,70.10267812,0
98,10,1,pastcpa,10000,0,0,1,103.6399666,0
98,10,1,ftr,10000,419,0.0419,1,54.40105294,0
98,10,1,probabilistic_ftr,10000,1,0.0001,1,68.3693395,0
98,10,3,pastcpa,10000,7,0.0007,1,101.0830552,0
98,10,3,ftr,10000,1959,0.1959,1,53.18470528,0
98,10,3,probabilistic_ftr,10000,32,0.0032,1,72.93611356,0
100,3,1,pastcpa,10000,0,0,1,102.3550873,0
100,3,1,ftr,10000,863,0.0863,1,51.76448192,0
100,3,1,probabilistic_ftr,10000,1,0.0001,1,65.43448412,0
100,3,3,pastcpa,10000,6,0.0006,1,100.4934005,0
100,3,3,ftr,10000,2459,0.2459,1,51.49193335,0
100,3,3,probabilistic_ftr,10000,51,0.0051,1,70.08037144,0
100,10,1,pastcpa,10000,0,0,1,104.0428786,0
100,10,1,ftr,10000,454,0.0454,1,54.40227134,0
100,10,1,probabilistic_ftr,10000,2,0.0002,1,68.16859725,0
100,10,3,pastcpa,10000,6,0.0006,1,101.8562538,0
100,10,3,ftr,10000,2001,0.2001,1,53.15366038,0
100,10,3,probabilistic_ftr,10000,29,0.0029,1,73.23934298,0
102,3,1,pastcpa,10000,0,0,1,102.399569,0
102,3,1,ftr,10000,899,0.0899,1,51.75398741,0
102,3,1,probabilistic_ftr,10000,4,0.0004,1,65.25869151,0
102,3,3,pastcpa,10000,5,0.0005,1,100.7490513,0
102,3,3,ftr,10000,2398,0.2398,1,51.50171154,0
102,3,3,probabilistic_ftr,10000,47,0.0047,1,70.55676345,0
102,10,1,pastcpa,10000,0,0,1,104.7176455,0
102,10,1,ftr,10000,448,0.0448,1,54.3507507,0
102,10,1,probabilistic_ftr,10000,0,0,1,68.1714459,0
102,10,3,pastcpa,10000,6,0.0006,1,102.2029546,0
102,10,3,ftr,10000,1965,0.1965,1,53.21289271,0
102,10,3,probabilistic_ftr,10000,28,0.0028,1,72.87312502,0
104,3,1,pastcpa,10000,0,0,1,102.2212158,0
104,3,1,ftr,10000,901,0.0901,1,51.7454684,0
104,3,1,probabilistic_ftr,10000,0,0,1,65.21130209,0
104,3,3,pastcpa,10000,3,0.0003,1,100.8518235,0
104,3,3,ftr,10000,2396,0.2396,1,51.55200786,0
104,3,3,probabilistic_ftr,10000,47,0.0047,1,70.20621325,0
104,10,1,pastcpa,10000,0,0,1,104.3211993,0
104,10,1,ftr,10000,450,0.045,1,54.36268315,0
104,10,1,probabilistic_ftr,10000,0,0,1,68.34006092,0
104,10,3,pastcpa,10000,7,0.0007,1,102.3044042,0
104,10,3,ftr,10000,2033,0.2033,1,53.17178437,0
104,10,3,probabilistic_ftr,10000,41,0.0041,1,73.37653169,0
106,3,1,pastcpa,10000,0,0,1,102.7416033,0
106,3,1,ftr,10000,872,0.0872,1,51.73457697,0
106,3,1,probabilistic_ftr,10000,5,0.0005,1,65.26785027,0
106,3,3,pastcpa,10000,8,0.0008,1,100.1501765,0
106,3,3,ftr,10000,2406,0.2406,1,51.54778812,0
106,3,3,probabilistic_ftr,10000,44,0.0044,1,69.93301887,0
106,10,1,pastcpa,10000,0,0,1,103.9100915,0
106,10,1,ftr,10000,486,0.0486,1,54.30825448,0
106,10,1,probabilistic_ftr,10000,0,0,1,68.29864892,0
106,10,3,pastcpa,10000,5,0.0005,1,102.1057373,0
106,10,3,ftr,10000,2006,0.2006,1,53.17427381,0
106,10,3,probabilistic_ftr,10000,40,0.004,1,73.03286697,0
108,3,1,pastcpa,10000,0,0,1,102.3003771,0
108,3,1,ftr,10000,954,0.0954,1,51.71215463,0
108,3,1,probabilistic_ftr,10000,2,0.0002,1,65.32779127,0
108,3,3,pastcpa,10000,2,0.0002,1,100.288619,0
108,3,3,ftr,10000,2397,0.2397,1,51.57107301,0
108,3,3,probabilistic_ftr,10000,44,0.0044,1,69.97108073,0
108,10,1,pastcpa,10000,0,0,1,104.0793856,0
108,10,1,ftr,10000,485,0.0485,1,54.34811879,0
108,10,1,probabilistic_ftr,10000,0,0,1,68.33590253,0
108,10,3,pastcpa,10000,2,0.0002,1,101.6936956,0
108,10,3,ftr,10000,1986,0.1986,1,53.18692825,0
108,10,3,probabilistic_ftr,10000,35,0.0035,1,73.10364064,0
110,3,1,pastcpa,10000,0,0,1,102.2680772,0
110,3,1,ftr,10000,933,0.0933,1,51.69207673,0
110,3,1,probabilistic_ftr,10000,1,0.0001,1,65.15895217,0
110,3,3,pastcpa,10000,7,0.0007,1,101.2111399,0
110,3,3,ftr,10000,2419,0.2419,1,51.5427623,0
110,3,3,probabilistic_ftr,10000,51,0.0051,1,70.56835786,0
110,10,1,pastcpa,10000,0,0,1,103.6226271,0
110,10,1,ftr,10000,487,0.0487,1,54.28793273,0
110,10,1,probabilistic_ftr,10000,0,0,1,68.39913216,0
110,10,3,pastcpa,10000,4,0.0004,1,101.1653567,0
110,10,3,ftr,10000,2033,0.2033,1,53.16986134,0
110,10,3,probabilistic_ftr,10000,37,0.0037,1,72.85651281,0
112,3,1,pastcpa,10000,0,0,1,101.9249208,0
112,3,1,ftr,10000,975,0.0975,1,51.69211986,0
112,3,1,probabilistic_ftr,10000,0,0,1,65.49012572,0
112,3,3,pastcpa,10000,3,0.0003,1,100.7091539,0
112,3,3,ftr,10000,2457,0.2457,1,51.57569993,0
112,3,3,probabilistic_ftr,10000,47,0.0047,1,69.98003979,0
112,10,1,pastcpa,10000,0,0,1,103.7307393,0
112,10,1,ftr,10000,519,0.0519,1,54.2974182,0
112,10,1,probabilistic_ftr,10000,1,0.0001,1,68.36478539,0
112,10,3,pastcpa,10000,5,0.0005,1,102.0561457,0
112,10,3,ftr,10000,2066,0.2066,1,53.18674124,0
112,10,3,probabilistic_ftr,10000,31,0.0031,1,72.99254829,0
114,3,1,pastcpa,10000,0,0,1,102.2492593,0
114,3,1,ftr,10000,959,0.0959,1,51.70362941,0
114,3,1,probabilistic_ftr,10000,0,0,1,65.27596996,0
114,3,3,pastcpa,10000,6,0.0006,1,100.8147111,0
114,3,3,ftr,10000,2493,0.2493,1,51.55564158,0
114,3,3,probabilistic_ftr,10000,56,0.0056,1,70.1751004,0
114,10,1,pastcpa,10000,0,0,1,103.7202215,0
114,10,1,ftr,10000,537,0.0537,1,54.28095177,0
114,10,1,probabilistic_ftr,10000,0,0,1,68.16149969,0
114,10,3,pastcpa,10000,3,0.0003,1,101.6931487,0
114,10,3,ftr,10000,2056,0.2056,1,53.18839493,0
114,10,3,probabilistic_ftr,10000,38,0.0038,1,73.43698729,0
116,3,1,pastcpa,10000,0,0,1,102.2860079,0
116,3,1,ftr,10000,983,0.0983,1,51.67826459,0
116,3,1,probabilistic_ftr,10000,0,0,1,65.20469497,0
116,3,3,pastcpa,10000,5,0.0005,1,101.1404029,0
116,3,3,ftr,10000,2533,0.2533,1,51.51300908,0
116,3,3,probabilistic_ftr,10000,68,0.0068,1,70.08576488,0
116,10,1,pastcpa,10000,0,0,1,103.6715441,0
116,10,1,ftr,10000,509,0.0509,1,54.29542042,0
116,10,1,probabilistic_ftr,10000,1,0.0001,1,68.45562812,0
116,10,3,pastcpa,10000,3,0.0003,1,102.5820741,0
116,10,3,ftr,10000,2075,0.2075,1,53.13547572,0
116,10,3,probabilistic_ftr,10000,40,0.004,1,72.99688032,0
118,3,1,pastcpa,10000,0,0,1,102.3403637,0
118,3,1,ftr,10000,973,0.0973,1,51.66143861,0
118,3,1,probabilistic_ftr,10000,1,0.0001,1,65.48324414,0
118,3,3,pastcpa,10000,4,0.0004,1,101.3023569,0
118,3,3,ftr,10000,2536,0.2536,1,51.53400017,0
118,3,3,probabilistic_ftr,10000,62,0.0062,1,70.37950704,0
118,10,1,pastcpa,10000,0,0,1,103.1513806,0
118,10,1,ftr,10000,541,0.0541,1,54.27747747,0
118,10,1,probabilistic_ftr,10000,0,0,1,68.41121009,0
118,10,3,pastcpa,10000,3,0.0003,1,101.7200508,0
118,10,3,ftr,10000,2099,0.2099,1,53.18509151,0
118,10,3,probabilistic_ftr,10000,50,0.005,1,73.0499345,0
120,3,1,pastcpa,10000,0,0,1,102.8086424,0
120,3,1,ftr,10000,1040,0.104,1,51.62102813,0
120,3,1,probabilistic_ftr,10000,2,0.0002,1,65.52277481,0
120,3,3,pastcpa,10000,4,0.0004,1,101.2863405,0
120,3,3,ftr,10000,2518,0.2518,1,51.54368126,0
120,3,3,probabilistic_ftr,10000,58,0.0058,1,70.12048955,0
120,10,1,pastcpa,10000,0,0,1,103.4265605,0
120,10,1,ftr,10000,520,0.052,1,54.23578939,0
120,10,1,probabilistic_ftr,10000,0,0,1,68.33503003,0
120,10,3,pastcpa,10000,6,0.0006,1,101.9973526,0
120,10,3,ftr,10000,2244,0.2244,1,53.08095503,0
120,10,3,probabilistic_ftr,10000,43,0.0043,1,73.01768584,0
122,3,1,pastcpa,10000,0,0,1,102.4103954,0
122,3,1,ftr,10000,1013,0.1013,1,51.65868244,0
122,3,1,probabilistic_ftr,10000,2,0.0002,1,65.35565415,0
122,3,3,pastcpa,10000,6,0.0006,1,101.5890691,0
122,3,3,ftr,10000,2528,0.2528,1,51.58709108,0
122,3,3,probabilistic_ftr,10000,61,0.0061,1,70.21075789,0
122,10,1,pastcpa,10000,0,0,1,103.6008107,0
122,10,1,ftr,10000,554,0.0554,1,54.20820637,0
122,10,1,probabilistic_ftr,10000,0,0,1,68.45651996,0
122,10,3,pastcpa,10000,3,0.0003,1,102.0027147,0
122,10,3,ftr,10000,2193,0.2193,1,53.03653141,0
122,10,3,probabilistic_ftr,10000,53,0.0053,1,72.98830102,0
124,3,1,pastcpa,10000,0,0,1,102.379265,0
124,3,1,ftr,10000,1003,0.1003,1,51.62416268,0
124,3,1,probabilistic_ftr,10000,0,0,1,65.16916748,0
124,3,3,pastcpa,10000,6,0.0006,1,101.2837765,0
124,3,3,ftr,10000,2560,0.256,1,51.54581695,0
124,3,3,probabilistic_ftr,10000,56,0.0056,1,70.12044157,0
124,10,1,pastcpa,10000,0,0,1,103.6981447,0
124,10,1,ftr,10000,543,0.0543,1,54.17132596,0
124,10,1,probabilistic_ftr,10000,0,0,1,68.52499322,0
124,10,3,pastcpa,10000,3,0.0003,1,102.7778295,0
124,10,3,ftr,10000,2141,0.2141,1,53.10554834,0
124,10,3,probabilistic_ftr,10000,49,0.0049,1,73.00420013,0
126,3,1,pastcpa,10000,0,0,1,102.3385713,0
126,3,1,ftr,10000,1040,0.104,1,51.62272267,0
126,3,1,probabilistic_ftr,10000,0,0,1,65.27458329,0
126,3,3,pastcpa,10000,5,0.0005,1,100.189625,0
126,3,3,ftr,10000,2577,0.2577,1,51.51386978,0
126,3,3,probabilistic_ftr,10000,65,0.0065,1,70.00448469,0
126,10,1,pastcpa,10000,0,0,1,103.5306326,0
126,10,1,ftr,10000,583,0.0583,1,54.15849751,0
126,10,1,probabilistic_ftr,10000,0,0,1,68.34894101,0
126,10,3,pastcpa,10000,2,0.0002,1,102.5023681,0
126,10,3,ftr,10000,2190,0.219,1,53.01406311,0
126,10,3,probabilistic_ftr,10000,30,0.003,1,73.32579269,0
128,3,1,pastcpa,10000,0,0,1,102.0309047,0
128,3,1,ftr,10000,1136,0.1136,1,51.59798729,0
128,3,1,probabilistic_ftr,10000,0,0,1,65.30845237,0
128,3,3,pastcpa,10000,3,0.0003,1,102.0148116,0
128,3,3,ftr,10000,2626,0.2626,1,51.51563075,0
128,3,3,probabilistic_ftr,10000,76,0.0076,1,70.06675633,0
128,10,1,pastcpa,10000,0,0,1,102.9399932,0
128,10,1,ftr,10000,585,0.0585,1,54.16402733,0
128,10,1,probabilistic_ftr,10000,1,0.0001,1,68.26230268,0
128,10,3,pastcpa,10000,5,0.0005,1,102.1283205,0
128,10,3,ftr,10000,2202,0.2202,1,52.97714517,0
128,10,3,probabilistic_ftr,10000,41,0.0041,1,72.83279736,0
130,3,1,pastcpa,10000,0,0,1,102.0749331,0
130,3,1,ftr,10000,1140,0.114,1,51.61200447,0
130,3,1,probabilistic_ftr,10000,0,0,1,65.43221096,0
130,3,3,pastcpa,10000,5,0.0005,1,100.3604058,0
130,3,3,ftr,10000,2658,0.2658,1,51.56376424,0
130,3,3,probabilistic_ftr,10000,75,0.0075,1,69.86156574,0
130,10,1,pastcpa,10000,0,0,1,103.2563263,0
130,10,1,ftr,10000,583,0.0583,1,54.15772506,0
130,10,1,probabilistic_ftr,10000,0,0,1,68.41674802,0
130,10,3,pastcpa,10000,1,0.0001,1,102.3160273,0
130,10,3,ftr,10000,2259,0.2259,1,53.00796972,0
130,10,3,probabilistic_ftr,10000,49,0.0049,1,72.92371692,1
132,3,1,pastcpa,10000,0,0,1,102.127975,0
132,3,1,ftr,10000,1131,0.1131,1,51.60276492,0
132,3,1,probabilistic_ftr,10000,1,0.0001,1,65.42936447,0
132,3,3,pastcpa,10000,2,0.0002,1,101.4120588,0
132,3,3,ftr,10000,2640,0.264,1,51.53074102,0
132,3,3,probabilistic_ftr,10000,72,0.0072,1,70.43911971,0
132,10,1,pastcpa,10000,0,0,1,102.8062721,0
132,10,1,ftr,10000,618,0.0618,1,54.09091333,0
132,10,1,probabilistic_ftr,10000,0,0,1,68.4382599,0
132,10,3,pastcpa,10000,0,0,1,102.3003765,0
132,10,3,ftr,10000,2289,0.2289,1,53.01448745,0
132,10,3,probabilistic_ftr,10000,53,0.0053,1,73.07380897,0
134,3,1,pastcpa,10000,0,0,1,101.8951487,0
134,3,1,ftr,10000,1175,0.1175,1,51.5377448,0
134,3,1,probabilistic_ftr,10000,0,0,1,65.43565788,0
134,3,3,pastcpa,10000,5,0.0005,1,100.6280419,0
134,3,3,ftr,10000,2726,0.2726,1,51.5256472,0
134,3,3,probabilistic_ftr,10000,79,0.0079,1,70.04289468,0
134,10,1,pastcpa,10000,0,0,1,102.6116358,0
134,10,1,ftr,10000,635,0.0635,1,54.13656666,0
134,10,1,probabilistic_ftr,10000,0,0,1,68.43272478,0
134,10,3,pastcpa,10000,4,0.0004,1,101.7066884,0
134,10,3,ftr,10000,2300,0.23,1,52.96875464,0
134,10,3,probabilistic_ftr,10000,47,0.0047,1,72.89601753,0
136,3,1,pastcpa,10000,0,0,1,101.8412086,0
136,3,1,ftr,10000,1212,0.1212,1,51.54313655,0
136,3,1,probabilistic_ftr,10000,1,0.0001,1,65.37622078,0
136,3,3,pastcpa,10000,3,0.0003,1,100.7157874,0
136,3,3,ftr,10000,2663,0.2663,1,51.55539559,0
136,3,3,probabilistic_ftr,10000,67,0.0067,1,70.37491991,0
136,10,1,pastcpa,10000,0,0,1,102.8502455,0
136,10,1,ftr,10000,616,0.0616,1,54.10996619,0
136,10,1,probabilistic_ftr,10000,0,0,1,68.52932234,0
136,10,3,pastcpa,10000,6,0.0006,1,101.7324421,0
136,10,3,ftr,10000,2210,0.221,1,53.10017896,0
136,10,3,probabilistic_ftr,10000,53,0.0053,1,72.81244989,0
138,3,1,pastcpa,10000,0,0,1,101.4021234,0
138,3,1,ftr,10000,1169,0.1169,1,51.54317971,0
138,3,1,probabilistic_ftr,10000,3,0.0003,1,65.16195574,0
138,3,3,pastcpa,10000,2,0.0002,1,100.4626499,0
138,3,3,ftr,10000,2678,0.2678,1,51.55315009,0
138,3,3,probabilistic_ftr,10000,66,0.0066,1,69.81716214,0
138,10,1,pastcpa,10000,0,0,1,103.2319706,0
138,10,1,ftr,10000,655,0.0655,1,54.06209954,0
138,10,1,probabilistic_ftr,10000,1,0.0001,1,68.5669162,0
138,10,3,pastcpa,10000,2,0.0002,1,102.9638416,0
138,10,3,ftr,10000,2245,0.2245,1,53.09083941,0
138,10,3,probabilistic_ftr,10000,50,0.005,1,73.03996997,0
140,3,1,pastcpa,10000,0,0,1,101.3352611,0
140,3,1,ftr,10000,1261,0.1261,1,51.56322512,0
140,3,1,probabilistic_ftr,10000,1,0.0001,1,65.1511628,0
140,3,3,pastcpa,10000,5,0.0005,1,100.7506173,0
140,3,3,ftr,10000,2727,0.2727,1,51.52458334,0
140,3,3,probabilistic_ftr,10000,75,0.0075,1,69.93784047,0
140,10,1,pastcpa,10000,0,0,1,103.0341695,0
140,10,1,ftr,10000,600,0.06,1,54.07664391,0
140,10,1,probabilistic_ftr,10000,0,0,1,68.54212822,0
140,10,3,pastcpa,10000,1,0.0001,1,101.8581705,0
140,10,3,ftr,10000,2378,0.2378,1,52.94827644,0
140,10,3,probabilistic_ftr,10000,45,0.0045,1,73.07299362,0
142,3,1,pastcpa,10000,0,0,1,101.397016,0
142,3,1,ftr,10000,1323,0.1323,1,51.5285802,0
142,3,1,probabilistic_ftr,10000,3,0.0003,1,65.20001077,0
142,3,3,pastcpa,10000,6,0.0006,1,101.5067602,0
142,3,3,ftr,10000,2713,0.2713,1,51.50700625,0
142,3,3,probabilistic_ftr,10000,68,0.0068,1,69.82835136,0
142,10,1,pastcpa,10000,0,0,1,103.5446336,0
142,10,1,ftr,10000,592,0.0592,1,54.09272426,0
142,10,1,probabilistic_ftr,10000,0,0,1,68.6574629,0
142,10,3,pastcpa,10000,2,0.0002,1,102.0151119,0
142,10,3,ftr,10000,2334,0.2334,1,53.0144504,0
142,10,3,probabilistic_ftr,10000,59,0.0059,1,72.90109761,0
144,3,1,pastcpa,10000,0,0,1,101.0792593,0
144,3,1,ftr,10000,1242,0.1242,1,51.54813638,0
144,3,1,probabilistic_ftr,10000,0,0,1,65.45569407,0
144,3,3,pastcpa,10000,1,0.0001,1,101.6031039,0
144,3,3,ftr,10000,2701,0.2701,1,51.53474868,0
144,3,3,probabilistic_ftr,10000,67,0.0067,1,70.1375226,0
144,10,1,pastcpa,10000,0,0,1,103.2752843,0
144,10,1,ftr,10000,653,0.0653,1,53.99187388,0
