dpsi,pos_ci95,vel_ci95,recovery,n_encounters,n_los,p_los_run,detection_rate,median_min_sep,n_unsettled
4,3,3,0.9,10000,428,0.0428,1,55.46900357,100
4,3,3,0.75,10000,1458,0.1458,1,52.65144448,100
4,3,3,0.5,10000,3196,0.3196,1,50.99269235,100
4,10,1,ftr,10000,139,0.0139,1,54.82383537,100
4,10,1,0.999,10000,0,0,1,69.13440805,0
4,10,1,0.99,10000,0,0,1,64.18243205,7
4,10,1,0.9,10000,6,0.0006,1,59.6517502,100
4,10,1,0.75,10000,15,0.0015,1,57.66169658,100
4,10,1,0.5,10000,74,0.0074,1,55.23922816,100
4,10,3,ftr,10000,1582,0.1582,1,53.32873026,100
4,10,3,0.999,10000,34,0.0034,1,74.03292995,1
4,10,3,0.99,10000,82,0.0082,1,66.82859681,26
4,10,3,0.9,10000,385,0.0385,1,57.60570097,100
4,10,3,0.75,10000,876,0.0876,1,54.7440423,100
4,10,3,0.5,10000,1463,0.1463,1,53.4236467,100
6,3,1,ftr,10000,1646,0.1646,1,51.23594713,100
6,3,1,0.999,10000,0,0,1,63.83475083,0
6,3,1,0.99,10000,1,0.0001,1,60.03186728,1
6,3,1,0.9,10000,7,0.0007,1,56.35817707,89
6,3,1,0.75,10000,38,0.0038,1,54.65385402,99
6,3,1,0.5,10000,798,0.0798,1,51.8126772,100
6,3,3,ftr,10000,4051,0.4051,1,50.52350037,100
6,3,3,0.999,10000,24,0.0024,1,72.08955832,0
6,3,3,0.99,10000,66,0.0066,1,63.70960523,12
6,3,3,0.9,10000,440,0.044,1,55.47137826,100
6,3,3,0.75,10000,1319,0.1319,1,52.83672871,100
6,3,3,0.5,10000,3254,0.3254,1,51.00276687,100
6,10,1,ftr,10000,321,0.0321,1,54.25462014,100
6,10,1,0.999,10000,1,0.0001,1,67.37038302,0
6,10,1,0.99,10000,2,0.0002,1,63.67764058,7
6,10,1,0.9,10000,6,0.0006,1,59.75356671,100
6,10,1,0.75,10000,21,0.0021,1,57.73877764,100
6,10,1,0.5,10000,174,0.0174,1,54.71347454,100
6,10,3,ftr,10000,1722,0.1722,1,53.13711128,100
6,10,3,0.999,10000,26,0.0026,1,73.76655287,2
6,10,3,0.99,10000,66,0.0066,1,65.97160935,24
6,10,3,0.9,10000,383,0.0383,1,57.63132252,100
6,10,3,0.75,10000,842,0.0842,1,55.04235765,100
6,10,3,0.5,10000,1604,0.1604,1,53.31232284,100
8,3,1,ftr,10000,1771,0.1771,1,51.18585661,100
8,3,1,0.999,10000,0,0,1,63.17058139,0
8,3,1,0.99,10000,1,0.0001,1,60.09229634,0
8,3,1,0.9,10000,13,0.0013,1,56.62501407,50
8,3,1,0.75,10000,53,0.0053,1,54.79344,87
8,3,1,0.5,10000,1049,0.1049,1,51.62847032,99
8,3,3,ftr,10000,4114,0.4114,1,50.49355248,100
8,3,3,0.999,10000,30,0.003,1,70.56124816,3
8,3,3,0.99,10000,81,0.0081,1,62.8299161,22
8,3,3,0.9,10000,383,0.0383,1,55.5305818,100
8,3,3,0.75,10000,1197,0.1197,1,53.13471003,99
8,3,3,0.5,10000,3241,0.3241,1,50.96219899,94
8,10,1,ftr,10000,499,0.0499,1,54.04511707,100
8,10,1,0.999,10000,0,0,1,66.93517096,0
8,10,1,0.99,10000,2,0.0002,1,63.65656679,5
8,10,1,0.9,10000,11,0.0011,1,59.82072797,99
8,10,1,0.75,10000,36,0.0036,1,57.67120225,100
8,10,1,0.5,10000,301,0.0301,1,54.3630231,100
8,10,3,ftr,10000,1847,0.1847,1,53.00599509,100
8,10,3,0.999,10000,38,0.0038,1,72.7559267,1
8,10,3,0.99,10000,72,0.0072,1,65.36611822,28
8,10,3,0.9,10000,366,0.0366,1,57.66254228,100
8,10,3,0.75,10000,762,0.0762,1,55.29993628,100
8,10,3,0.5,10000,1618,0.1618,1,53.25857126,99
10,3,1,ftr,10000,1822,0.1822,1,51.20280536,100
10,3,1,0.999,10000,0,0,1,63.25308523,0
10,3,1,0.99,10000,0,0,1,60.199492,0
10,3,1,0.9,10000,8,0.0008,1,56.76712917,10
10,3,1,0.75,10000,58,0.0058,1,54.85983335,51
10,3,1,0.5,10000,1193,0.1193,1,51.4969733,97
10,3,3,ftr,10000,4148,0.4148,1,50.45212505,100
10,3,3,0.999,10000,29,0.0029,1,69.41909226,1
10,3,3,0.99,10000,76,0.0076,1,62.14388109,19
10,3,3,0.9,10000,368,0.0368,1,55.64864491,100
10,3,3,0.75,10000,1004,0.1004,1,53.43377235,95
10,3,3,0.5,10000,3218,0.3218,1,50.97180232,67
10,10,1,ftr,10000,706,0.0706,1,53.83308678,100
10,10,1,0.999,10000,0,0,1,67.13424426,0
10,10,1,0.99,10000,0,0,1,63.86204567,0
10,10,1,0.9,10000,6,0.0006,1,59.86627827,82
10,10,1,0.75,10000,40,0.004,1,57.52568147,100
10,10,1,0.5,10000,434,0.0434,1,54.1617806,100
10,10,3,ftr,10000,1999,0.1999,1,52.80972963,100
10,10,3,0.999,10000,38,0.0038,1,71.88625815,0
10,10,3,0.99,10000,86,0.0086,1,64.82195068,32
10,10,3,0.9,10000,364,0.0364,1,57.76152969,100
10,10,3,0.75,10000,717,0.0717,1,55.61876821,99
10,10,3,0.5,10000,1797,0.1797,1,53.0174762,79
12,3,1,ftr,10000,1823,0.1823,1,51.18063971,99
12,3,1,0.999,10000,0,0,1,63.39370824,0
12,3,1,0.99,10000,1,0.0001,1,60.32619303,0
12,3,1,0.9,10000,8,0.0008,1,56.86987002,2
12,3,1,0.75,10000,60,0.006,1,54.74476728,22
12,3,1,0.5,10000,1284,0.1284,1,51.3981805,94
12,3,3,ftr,10000,4185,0.4185,1,50.4720934,97
12,3,3,0.999,10000,38,0.0038,1,68.0444976,1
12,3,3,0.99,10000,68,0.0068,1,61.80723602,16
12,3,3,0.9,10000,349,0.0349,1,55.70379426,100
12,3,3,0.75,10000,895,0.0895,1,53.7104789,78
12,3,3,0.5,10000,3202,0.3202,1,51.01089734,31
12,10,1,ftr,10000,762,0.0762,1,53.7735078,100
12,10,1,0.999,10000,0,0,1,67.15285376,0
12,10,1,0.99,10000,4,0.0004,1,63.90665635,0
12,10,1,0.9,10000,18,0.0018,1,59.88550166,64
12,10,1,0.75,10000,66,0.0066,1,57.35009842,100
12,10,1,0.5,10000,542,0.0542,1,53.95072456,100
12,10,3,ftr,10000,2252,0.2252,1,52.68998722,100
12,10,3,0.999,10000,34,0.0034,1,70.91344118,4
12,10,3,0.99,10000,77,0.0077,1,64.4241241,17
12,10,3,0.9,10000,302,0.0302,1,58.10146952,100
12,10,3,0.75,10000,650,0.065,1,55.86235956,93
12,10,3,0.5,10000,1918,0.1918,1,53.00348408,46
14,3,1,ftr,10000,1788,0.1788,1,51.18755182,96
14,3,1,0.999,10000,1,0.0001,1,63.57578089,0
14,3,1,0.99,10000,0,0,1,60.61095388,0
14,3,1,0.9,10000,5,0.0005,1,56.89906303,3
14,3,1,0.75,10000,82,0.0082,1,54.57957869,10
14,3,1,0.5,10000,1417,0.1417,1,51.31809977,84
14,3,3,ftr,10000,4060,0.406,1,50.53580651,88
14,3,3,0.999,10000,32,0.0032,1,67.42216264,1
14,3,3,0.99,10000,75,0.0075,1,61.41220603,13
14,3,3,0.9,10000,332,0.0332,1,56.04226882,100
14,3,3,0.75,10000,744,0.0744,1,53.99913592,47
14,3,3,0.5,10000,3292,0.3292,1,50.97103107,14
14,10,1,ftr,10000,800,0.08,1,53.72558205,100
14,10,1,0.999,10000,1,0.0001,1,67.31665004,0
14,10,1,0.99,10000,4,0.0004,1,63.98324171,0
14,10,1,0.9,10000,14,0.0014,1,59.66800104,34
14,10,1,0.75,10000,60,0.006,1,57.18981273,95
14,10,1,0.5,10000,621,0.0621,1,53.81853115,97
14,10,3,ftr,10000,2330,0.233,1,52.56367791,99
14,10,3,0.999,10000,38,0.0038,1,70.30927742,2
14,10,3,0.99,10000,80,0.008,1,64.49944446,29
14,10,3,0.9,10000,310,0.031,1,58.42694527,100
14,10,3,0.75,10000,595,0.0595,1,56.15486922,80
14,10,3,0.5,10000,2050,0.205,1,52.84787626,13
16,3,1,ftr,10000,1662,0.1662,1,51.21364284,82
16,3,1,0.999,10000,0,0,1,63.68561967,0
16,3,1,0.99,10000,0,0,1,60.69039043,0
16,3,1,0.9,10000,11,0.0011,1,56.8629838,1
16,3,1,0.75,10000,60,0.006,1,54.47086471,3
16,3,1,0.5,10000,1319,0.1319,1,51.3170952,62
16,3,3,ftr,10000,3979,0.3979,1,50.58721871,87
16,3,3,0.999,10000,41,0.0041,1,67.03341395,3
16,3,3,0.99,10000,92,0.0092,1,61.33925445,8
16,3,3,0.9,10000,270,0.027,1,56.24212138,93
16,3,3,0.75,10000,708,0.0708,1,54.27556882,24
16,3,3,0.5,10000,3248,0.3248,1,51.00236458,2
16,10,1,ftr,10000,811,0.0811,1,53.65605035,99
16,10,1,0.999,10000,0,0,1,67.48684638,0
16,10,1,0.99,10000,2,0.0002,1,64.02826335,0
16,10,1,0.9,10000,14,0.0014,1,59.61685496,22
16,10,1,0.75,10000,82,0.0082,1,56.99013333,77
16,10,1,0.5,10000,720,0.072,1,53.76437454,90
16,10,3,ftr,10000,2406,0.2406,1,52.59863849,92
16,10,3,0.999,10000,34,0.0034,1,70.09938834,1
16,10,3,0.99,10000,62,0.0062,1,64.32102459,27
16,10,3,0.9,10000,248,0.0248,1,58.65877624,100
16,10,3,0.75,10000,572,0.0572,1,56.37781927,59
16,10,3,0.5,10000,2079,0.2079,1,52.99542993,7
18,3,1,ftr,10000,1559,0.1559,1,51.26609582,60
18,3,1,0.999,10000,1,0.0001,1,63.89668795,0
18,3,1,0.99,10000,0,0,1,60.48844912,0
18,3,1,0.9,10000,9,0.0009,1,56.88617045,0
18,3,1,0.75,10000,66,0.0066,1,54.38591446,0
18,3,1,0.5,10000,1440,0.144,1,51.32911972,49
18,3,3,ftr,10000,3817,0.3817,1,50.67556707,76
18,3,3,0.999,10000,35,0.0035,1,66.79383637,0
18,3,3,0.99,10000,75,0.0075,1,61.4760322,10
18,3,3,0.9,10000,257,0.0257,1,56.48011639,85
18,3,3,0.75,10000,617,0.0617,1,54.53569823,10
18,3,3,0.5,10000,3185,0.3185,1,50.99080789,0
18,10,1,ftr,10000,865,0.0865,1,53.64710057,92
18,10,1,0.999,10000,0,0,1,67.68823813,0
18,10,1,0.99,10000,2,0.0002,1,64.01571418,0
18,10,1,0.9,10000,9,0.0009,1,59.39698484,4
18,10,1,0.75,10000,74,0.0074,1,56.87441987,56
18,10,1,0.5,10000,761,0.0761,1,53.7147865,63
18,10,3,ftr,10000,2469,0.2469,1,52.63126179,93
18,10,3,0.999,10000,28,0.0028,1,69.89243142,0
18,10,3,0.99,10000,62,0.0062,1,64.53529482,15
18,10,3,0.9,10000,261,0.0261,1,59.02603372,94
18,10,3,0.75,10000,518,0.0518,1,56.56672145,40
18,10,3,0.5,10000,2164,0.2164,1,52.84690839,1
20,3,1,ftr,10000,1482,0.1482,1,51.30863454,43
20,3,1,0.999,10000,1,0.0001,1,64.10842019,0
20,3,1,0.99,10000,2,0.0002,1,60.68227008,0
20,3,1,0.9,10000,16,0.0016,1,56.89311955,0
20,3,1,0.75,10000,92,0.0092,1,54.3174227,0
20,3,1,0.5,10000,1291,0.1291,1,51.37371576,20
20,3,3,ftr,10000,3747,0.3747,1,50.70701543,59
20,3,3,0.999,10000,31,0.0031,1,67.0456324,0
20,3,3,0.99,10000,67,0.0067,1,61.96494127,7
20,3,3,0.9,10000,232,0.0232,1,56.90502534,56
20,3,3,0.75,10000,549,0.0549,1,54.69191587,3
20,3,3,0.5,10000,3167,0.3167,1,51.00304535,1
20,10,1,ftr,10000,823,0.0823,1,53.64445882,90
20,10,1,0.999,10000,3,0.0003,1,67.43784658,0
20,10,1,0.99,10000,2,0.0002,1,63.95628913,0
20,10,1,0.9,10000,14,0.0014,1,59.4085455,3
20,10,1,0.75,10000,86,0.0086,1,56.82668877,37
20,10,1,0.5,10000,757,0.0757,1,53.64286524,38
20,10,3,ftr,10000,2445,0.2445,1,52.59003391,79
20,10,3,0.999,10000,30,0.003,1,69.79944634,0
20,10,3,0.99,10000,75,0.0075,1,64.75346172,9
20,10,3,0.9,10000,211,0.0211,1,59.39542632,92
20,10,3,0.75,10000,466,0.0466,1,56.82583968,24
20,10,3,0.5,10000,2202,0.2202,1,52.77377277,0
22,3,1,ftr,10000,1397,0.1397,1,51.35370699,17
22,3,1,0.999,10000,2,0.0002,1,64.05054494,0
22,3,1,0.99,10000,0,0,1,60.80615172,0
22,3,1,0.9,10000,9,0.0009,1,56.74718691,0
22,3,1,0.75,10000,82,0.0082,1,54.25069344,0
22,3,1,0.5,10000,1189,0.1189,1,51.43304338,8
22,3,3,ftr,10000,3648,0.3648,1,50.79209123,41
22,3,3,0.999,10000,33,0.0033,1,67.07043002,0
22,3,3,0.99,10000,51,0.0051,1,62.10985882,5
22,3,3,0.9,10000,198,0.0198,1,57.15471021,45
22,3,3,0.75,10000,480,0.048,1,54.90807214,4
22,3,3,0.5,10000,3070,0.307,1,51.02477542,0
22,10,1,ftr,10000,781,0.0781,1,53.67898543,80
22,10,1,0.999,10000,0,0,1,67.49857478,0
22,10,1,0.99,10000,1,0.0001,1,63.94413658,0
22,10,1,0.9,10000,20,0.002,1,59.39715224,0
22,10,1,0.75,10000,78,0.0078,1,56.71428468,29
22,10,1,0.5,10000,738,0.0738,1,53.66232991,31
22,10,3,ftr,10000,2380,0.238,1,52.60351621,75
22,10,3,0.999,10000,26,0.0026,1,70.15539585,0
22,10,3,0.99,10000,60,0.006,1,64.89125423,2
22,10,3,0.9,10000,172,0.0172,1,59.78414921,70
22,10,3,0.75,10000,486,0.0486,1,56.9596801,8
22,10,3,0.5,10000,2155,0.2155,1,52.745667,0
24,3,1,ftr,10000,1313,0.1313,1,51.40879244,14
24,3,1,0.999,10000,0,0,1,64.21491573,0
24,3,1,0.99,10000,2,0.0002,1,60.81197875,0
24,3,1,0.9,10000,19,0.0019,1,56.71436535,0
24,3,1,0.75,10000,91,0.0091,1,54.25038918,0
24,3,1,0.5,10000,1134,0.1134,1,51.44560334,3
24,3,3,ftr,10000,3535,0.3535,1,50.8196586,37
24,3,3,0.999,10000,27,0.0027,1,67.22497818,0
24,3,3,0.99,10000,70,0.007,1,62.46804708,6
24,3,3,0.9,10000,185,0.0185,1,57.42524417,28
24,3,3,0.75,10000,447,0.0447,1,55.08349552,3
24,3,3,0.5,10000,3098,0.3098,1,51.02506487,0
24,10,1,ftr,10000,778,0.0778,1,53.69563795,57
24,10,1,0.999,10000,0,0,1,67.65274593,0
24,10,1,0.99,10000,2,0.0002,1,63.78790318,0
24,10,1,0.9,10000,18,0.0018,1,59.28435028,0
24,10,1,0.75,10000,98,0.0098,1,56.78645159,12
24,10,1,0.5,10000,711,0.0711,1,53.69454718,16
24,10,3,ftr,10000,2470,0.247,1,52.61636995,60
24,10,3,0.999,10000,25,0.0025,1,70.58870631,1
24,10,3,0.99,10000,47,0.0047,1,65.32794682,4
24,10,3,0.9,10000,171,0.0171,1,60.05971006,65
24,10,3,0.75,10000,440,0.044,1,57.09392666,5
24,10,3,0.5,10000,2167,0.2167,1,52.75766141,0
26,3,1,ftr,10000,1131,0.1131,1,51.45426694,7
26,3,1,0.999,10000,0,0,1,64.1183687,0
26,3,1,0.99,10000,0,0,1,60.78434228,0
26,3,1,0.9,10000,18,0.0018,1,56.76147117,0
26,3,1,0.75,10000,89,0.0089,1,54.20533269,0
26,3,1,0.5,10000,1126,0.1126,1,51.49821647,3
26,3,3,ftr,10000,3460,0.346,1,50.86717755,23
26,3,3,0.999,10000,32,0.0032,1,67.74114105,0
26,3,3,0.99,10000,59,0.0059,1,62.71609881,1
26,3,3,0.9,10000,182,0.0182,1,57.70082834,12
26,3,3,0.75,10000,441,0.0441,1,55.15084875,1
26,3,3,0.5,10000,3016,0.3016,1,51.0525944,0
26,10,1,ftr,10000,786,0.0786,1,53.73124081,35
26,10,1,0.999,10000,1,0.0001,1,67.66205775,0
26,10,1,0.99,10000,2,0.0002,1,63.86742795,0
26,10,1,0.9,10000,25,0.0025,1,59.319497,1
26,10,1,0.75,10000,93,0.0093,1,56.81488723,3
26,10,1,0.5,10000,728,0.0728,1,53.69564745,1
26,10,3,ftr,10000,2447,0.2447,1,52.61686226,42
26,10,3,0.999,10000,26,0.0026,1,70.64719492,0
26,10,3,0.99,10000,52,0.0052,1,65.64189392,0
26,10,3,0.9,10000,166,0.0166,1,60.25946571,48
26,10,3,0.75,10000,445,0.0445,1,57.18164841,1
26,10,3,0.5,10000,2193,0.2193,1,52.75886437,0
28,3,1,ftr,10000,1134,0.1134,1,51.48494161,0
28,3,1,0.999,10000,0,0,1,64.44942998,0
28,3,1,0.99,10000,1,0.0001,1,60.89922616,0
28,3,1,0.9,10000,11,0.0011,1,56.64561043,0
28,3,1,0.75,10000,55,0.0055,1,54.18473982,0
28,3,1,0.5,10000,1024,0.1024,1,51.5173919,2
28,3,3,ftr,10000,3288,0.3288,1,50.92904125,25
28,3,3,0.999,10000,27,0.0027,1,68.2021264,0
28,3,3,0.99,10000,69,0.0069,1,63.17940301,1
28,3,3,0.9,10000,134,0.0134,1,57.80214239,6
28,3,3,0.75,10000,409,0.0409,1,55.16168479,0
28,3,3,0.5,10000,2922,0.2922,1,51.05261616,0
28,10,1,ftr,10000,749,0.0749,1,53.7185887,18
28,10,1,0.999,10000,1,0.0001,1,67.49154199,0
28,10,1,0.99,10000,2,0.0002,1,63.86394204,0
28,10,1,0.9,10000,16,0.0016,1,59.33446646,0
28,10,1,0.75,10000,84,0.0084,1,56.80338948,1
28,10,1,0.5,10000,721,0.0721,1,53.782988,5
28,10,3,ftr,10000,2453,0.2453,1,52.57337754,45
28,10,3,0.999,10000,21,0.0021,1,70.78278141,0
28,10,3,0.99,10000,41,0.0041,1,65.67445554,1
28,10,3,0.9,10000,164,0.0164,1,60.41736975,33
28,10,3,0.75,10000,431,0.0431,1,57.30106143,2
28,10,3,0.5,10000,2159,0.2159,1,52.79444986,0
30,3,1,ftr,10000,1034,0.1034,1,51.55077625,0
30,3,1,0.999,10000,1,0.0001,1,64.31770848,0
30,3,1,0.99,10000,0,0,1,60.70108766,0
30,3,1,0.9,10000,23,0.0023,1,56.61077362,0
30,3,1,0.75,10000,93,0.0093,1,54.18603122,0
30,3,1,0.5,10000,984,0.0984,1,51.56056162,0
30,3,3,ftr,10000,3216,0.3216,1,50.94918888,10
30,3,3,0.999,10000,25,0.0025,1,68.2998436,0
30,3,3,0.99,10000,56,0.0056,1,63.22310803,1
30,3,3,0.9,10000,139,0.0139,1,58.08875478,4
30,3,3,0.75,10000,377,0.0377,1,55.33173693,0
30,3,3,0.5,10000,2871,0.2871,1,51.10374974,0
30,10,1,ftr,10000,789,0.0789,1,53.81716958,7
30,10,1,0.999,10000,0,0,1,67.66627861,0
30,10,1,0.99,10000,2,0.0002,1,63.91877448,0
30,10,1,0.9,10000,23,0.0023,1,59.4103875,0
30,10,1,0.75,10000,103,0.0103,1,56.85436543,0
30,10,1,0.5,10000,782,0.0782,1,53.7541358,3
30,10,3,ftr,10000,2398,0.2398,1,52.70318011,21
30,10,3,0.999,10000,18,0.0018,1,71.23545664,0
30,10,3,0.99,10000,40,0.004,1,66.16300912,1
30,10,3,0.9,10000,135,0.0135,1,60.61361797,23
30,10,3,0.75,10000,423,0.0423,1,57.2778446,1
30,10,3,0.5,10000,2107,0.2107,1,52.81253932,0
32,3,1,ftr,10000,940,0.094,1,51.56506877,0
32,3,1,0.999,10000,0,0,1,64.32852001,0
32,3,1,0.99,10000,2,0.0002,1,60.8339703,0
32,3,1,0.9,10000,25,0.0025,1,56.6206283,0
32,3,1,0.75,10000,71,0.0071,1,54.11158332,0
32,3,1,0.5,10000,881,0.0881,1,51.6078259,0
32,3,3,ftr,10000,3196,0.3196,1,51.01452964,5
32,3,3,0.999,10000,28,0.0028,1,68.51346444,0
32,3,3,0.99,10000,61,0.0061,1,63.37569288,0
32,3,3,0.9,10000,127,0.0127,1,58.34658681,2
32,3,3,0.75,10000,375,0.0375,1,55.28467066,0
32,3,3,0.5,10000,2794,0.2794,1,51.17406113,0
32,10,1,ftr,10000,728,0.0728,1,53.78243258,5
32,10,1,0.999,10000,1,0.0001,1,67.67163699,0
32,10,1,0.99,10000,1,0.0001,1,63.88469196,0
32,10,1,0.9,10000,18,0.0018,1,59.38146608,0
32,10,1,0.75,10000,90,0.009,1,56.86818933,0
32,10,1,0.5,10000,750,0.075,1,53.79618639,0
32,10,3,ftr,10000,2419,0.2419,1,52.71539701,27
32,10,3,0.999,10000,21,0.0021,1,71.49172316,0
32,10,3,0.99,10000,47,0.0047,1,66.16107848,1
32,10,3,0.9,10000,142,0.0142,1,60.7424072,12
32,10,3,0.75,10000,432,0.0432,1,57.32501442,0
32,10,3,0.5,10000,2133,0.2133,1,52.74318385,0
34,3,1,ftr,10000,899,0.0899,1,51.65536945,0
34,3,1,0.999,10000,0,0,1,64.4607615,0
34,3,1,0.99,10000,4,0.0004,1,60.7869207,0
34,3,1,0.9,10000,16,0.0016,1,56.69868646,0
34,3,1,0.75,10000,73,0.0073,1,54.12575762,0
34,3,1,0.5,10000,901,0.0901,1,51.6188507,0
34,3,3,ftr,10000,3122,0.3122,1,51.00430947,5
34,3,3,0.999,10000,26,0.0026,1,68.72647591,0
34,3,3,0.99,10000,53,0.0053,1,63.30269695,0
34,3,3,0.9,10000,122,0.0122,1,58.34752966,1
34,3,3,0.75,10000,355,0.0355,1,55.28309606,0
34,3,3,0.5,10000,2798,0.2798,1,51.14252355,0
34,10,1,ftr,10000,735,0.0735,1,53.8084587,3
34,10,1,0.999,10000,1,0.0001,1,67.64475516,0
34,10,1,0.99,10000,0,0,1,63.82267485,0
34,10,1,0.9,10000,23,0.0023,1,59.34431911,0
34,10,1,0.75,10000,101,0.0101,1,56.87401787,0
34,10,1,0.5,10000,725,0.0725,1,53.80594563,0
34,10,3,ftr,10000,2300,0.23,1,52.73595027,11
34,10,3,0.999,10000,24,0.0024,1,71.71640062,0
34,10,3,0.99,10000,37,0.0037,1,66.37394495,0
34,10,3,0.9,10000,131,0.0131,1,60.84383982,15
34,10,3,0.75,10000,419,0.0419,1,57.40421234,0
34,10,3,0.5,10000,2207,0.2207,1,52.77571039,0
36,3,1,ftr,10000,842,0.0842,1,51.63947494,0
36,3,1,0.999,10000,1,0.0001,1,64.5889827,0
36,3,1,0.99,10000,1,0.0001,1,60.9326472,0
36,3,1,0.9,10000,16,0.0016,1,56.65886912,0
36,3,1,0.75,10000,55,0.0055,1,54.13196211,0
36,3,1,0.5,10000,822,0.0822,1,51.65207439,0
36,3,3,ftr,10000,3005,0.3005,1,51.06673687,4
36,3,3,0.999,10000,20,0.002,1,69.26457921,0
36,3,3,0.99,10000,45,0.0045,1,63.89776664,0
36,3,3,0.9,10000,114,0.0114,1,58.52233199,3
36,3,3,0.75,10000,336,0.0336,1,55.30473609,0
36,3,3,0.5,10000,2811,0.2811,1,51.10585078,0
36,10,1,ftr,10000,662,0.0662,1,53.90170536,3
36,10,1,0.999,10000,1,0.0001,1,67.60970837,0
36,10,1,0.99,10000,2,0.0002,1,63.8540806,0
36,10,1,0.9,10000,24,0.0024,1,59.36968532,0
36,10,1,0.75,10000,95,0.0095,1,56.88420339,0
36,10,1,0.5,10000,681,0.0681,1,53.82334444,0
36,10,3,ftr,10000,2299,0.2299,1,52.76461049,5
36,10,3,0.999,10000,28,0.0028,1,71.86514064,0
36,10,3,0.99,10000,52,0.0052,1,66.58919545,0
36,10,3,0.9,10000,137,0.0137,1,60.82196642,10
36,10,3,0.75,10000,402,0.0402,1,57.47590182,0
36,10,3,0.5,10000,2144,0.2144,1,52.76098217,0
38,3,1,ftr,10000,792,0.0792,1,51.69003072,0
38,3,1,0.999,10000,2,0.0002,1,64.69850495,0
38,3,1,0.99,10000,1,0.0001,1,60.90023033,0
38,3,1,0.9,10000,17,0.0017,1,56.7111147,0
38,3,1,0.75,10000,69,0.0069,1,54.11187805,0
38,3,1,0.5,10000,772,0.0772,1,51.69070776,0
38,3,3,ftr,10000,2988,0.2988,1,51.07048398,1
38,3,3,0.999,10000,23,0.0023,1,69.18342762,0
38,3,3,0.99,10000,50,0.005,1,63.73757648,1
38,3,3,0.9,10000,105,0.0105,1,58.52519575,0
38,3,3,0.75,10000,353,0.0353,1,55.29671224,0
38,3,3,0.5,10000,2759,0.2759,1,51.17014786,0
38,10,1,ftr,10000,705,0.0705,1,53.92275979,1
38,10,1,0.999,10000,1,0.0001,1,67.64988164,0
38,10,1,0.99,10000,0,0,1,63.87483156,0
38,10,1,0.9,10000,18,0.0018,1,59.35953532,0
38,10,1,0.75,10000,74,0.0074,1,56.8536807,0
38,10,1,0.5,10000,681,0.0681,1,53.88089243,0
38,10,3,ftr,10000,2188,0.2188,1,52.75882524,2
38,10,3,0.999,10000,24,0.0024,1,71.62142958,0
38,10,3,0.99,10000,46,0.0046,1,66.62694862,1
38,10,3,0.9,10000,127,0.0127,1,60.92690559,4
38,10,3,0.75,10000,426,0.0426,1,57.35438372,0
38,10,3,0.5,10000,2099,0.2099,1,52.76852119,0
40,3,1,ftr,10000,764,0.0764,1,51.71406682,0
40,3,1,0.999,10000,0,0,1,64.70881264,0
40,3,1,0.99,10000,1,0.0001,1,61.16350712,0
40,3,1,0.9,10000,27,0.0027,1,56.69207671,0
40,3,1,0.75,10000,62,0.0062,1,54.11050955,0
40,3,1,0.5,10000,731,0.0731,1,51.72220056,0
40,3,3,ftr,10000,2884,0.2884,1,51.1463912,0
40,3,3,0.999,10000,19,0.0019,1,69.4097297,0
